gene	score
NAA30	1.7770887161730933
PDPK1	1.7758165886923365
LCP2	1.7699594701993877
PLEKHO1	1.7699594701993877
NDRG1	1.7498119729937998
SSBP3	1.730218042759678
PRKD2	1.7204160972626248
SYNE1	1.711990557620923
BZW1	1.711990557620923
BUB3	1.7076973171541732
ARHGAP5	1.7076973171541732
LRRFIP1	1.7076973171541732
KHDRBS1	1.7076973171541732
TRIM25	1.7076973171541732
DOCK8	1.7076973171541732
CEP55	1.7011486821945847
RASGRF2	1.6964344479021316
INCENP	1.6964344479021316
CDC27	1.6898406965940431
R3HDM1	1.6898406965940431
MORC2	1.6863411978207197
SAMSN1	1.6863411978207197
SASH3	1.68445907355222
PDE3B	1.6826862296223792
SLC12A2	1.6797955392469694
NF2	1.6770056940520865
PRPF6	1.6681065678529725
OCIAD2	1.666204658152025
SPATA2	1.6624823679132605
RBM10	1.648964495441181
PECAM1	1.6460355058037064
PDCD4	1.6433512941025816
WDR74	1.6433512941025816
STMN1	1.6433512941025816
PBRM1	1.6404595238829136
SF3B1	1.6395098133474113
ABLIM1	1.6386455272002698
PAPOLG	1.6356857540015475
DTL	1.6347587626244127
PAXX	1.6347587626244127
BIN2	1.6257915680621806
HLA-E	1.624821923188186
CHD3	1.6148753288192448
TP53BP2	1.613898402276824
RICTOR	1.6099667644112365
TPR	1.6099667644112365
SEPTIN9	1.6099667644112365
CUL4A	1.6019867423872436
DFFA	1.6019867423872436
BAZ1B	1.5929973685798777
KIF18B	1.590990909196934
TASOR2	1.5899739924686336
TBC1D15	1.584869483207444
ADAR	1.5828443309386542
NCOA3	1.5768169953584485
BAD	1.5747874862246565
LIPE	1.574721986001856
TNIP1	1.5745653250836162
CDC25C	1.5745653250836162
CDS2	1.5745653250836162
CARMIL2	1.5724743148909472
RPRD2	1.5724743148909472
PAG1	1.5690904632444655
C15ORF39	1.5690904632444655
MBD4	1.569027452781393
MTMR1	1.5596823149415957
