kinase,aCD3_5min,aCD3_aCD226_5min,aCD3_aICOS_5min,aCD3_aCD2_5min,aCD3_10min,aCD3_aCD226_10min,aCD3_aICOS_10min,aCD3_aCD2_10min
STK11,-1.5153622629610375,-2.006283941411883,-1.1256051218440475,-1.1782653978779873,-1.413650875470013,-1.2549946534114043,-1.9757780856898701,-1.0259442630743603
SYK,1.8146701607896563,1.8621024859597683,1.4694426123127018,1.1382581333718003,1.7403300137221989,2.0324212092598604,1.2563653742618555,1.591285152660529
TBK1,1.7087313688954486,1.5774555816164786,0.9825387294701723,0.6114359760409727,1.3572402929177734,1.3676340582024595,1.1431449190399503,1.9051123633630058
TTK,-1.237722905765774,-1.8140074800072596,-1.8353245323449972,-1.0752018420972327,-1.5886065078796672,-1.2926229735285832,-1.7804460064827718,-0.2533906341421178
UHMK1,1.8655612307663079,1.6343657675740502,1.5785273989572821,1.314981128010354,1.4720857673203094,1.520881537774682,1.5896723523482117,1.6040981162700416
UL97,-0.5151270867021117,-0.1278094326704193,-1.5259870643103621,-1.130140240002849,-0.8409830563706677,0.018955968173405655,-0.5628404084329688,-0.09009334673204697
ULK1,-1.1255259684601302,-0.6521007205626205,0.17283437021534934,0.021347297831139166,-0.4797422241931822,0.02835627959144695,-2.2288583871449537,-2.593409165290164
ULK2,0.3357286706902785,-0.061741398530509826,0.5724926931097043,0.3841705151936004,-0.12339658012960635,0.6168655874879212,-1.3520537183292443,-1.186332676268614
YES1,-1.7348911020279425,-2.179104402160315,-1.7861154728935293,-0.40707227967037424,-1.6258440085670178,-1.888039089235911,-1.642230317102566,-1.8780019751464672
ZAP70,-0.17316301542736653,0.7031583097954136,0.25251363006489286,0.2908611935204816,1.2937535412636085,0.4859350839850096,0.33606045342906216,0.11918006740298052
