kinase_gene,substrate_gene
CDK8,H3C1
CDK8,CCNH
CDK8,SMAD3
CDK8,NOTCH1
PRKCB,TUBA1B
PRKCB,CD5
PRKCB,VDR
PTK2,CDCP1
PTK2,CTNNB1
PTK2,ITGB7
PTK2,NANOG
PTK2,BECN1
PTK2,ACTN1
PTK2,PXN
PTK2,BCAR1
PTK2,LAT
PTK2,PTK2
PTK2,GIT1
PTK2,ATP2B4
PTK2,TRIO
PTK2,GRB7
PTK2,HDAC5
PTK2,CLDN11
PTK2,SH3GL1
PTK2,RAC1
PTK2,RET
ADCK5,SOX9
EPHB3,EPHB3
TYRO3,MLKL
TYRO3,AKT1
MAST3,ARPP19
PCK1,INSIG2
PCK1,INSIG1
CAMK2A,SLC6A3
RPS6KA1,TERF2IP
RPS6KA1,TBC1D4
RPS6KA1,SLC9A1
RPS6KA1,WWC1
RPS6KA1,NDRG2
RPS6KA1,VASP
RPS6KA1,CDC25B
RPS6KA1,REPS1
RPS6KA1,CDC25C
RPS6KA1,RIOK2
RPS6KA1,RPTOR
RPS6KA1,EEF2K
RPS6KA1,MXD1
RPS6KA1,YBX1
RPS6KA1,PDCD4
RPS6KA1,SOS1
RPS6KA1,LCP1
RPS6KA1,DAPK1
RPS6KA1,METTL1
RPS6KA1,OSTF1
RPS6KA1,CDC25A
RPS6KA1,EPHA2
RPS6KA1,ITGB4
RPS6KA1,FOS
RPS6KA1,NFKBIA
RPS6KA1,APAF1
RPS6KA1,UBR5
RPS6KA1,MAPK7
RPS6KA1,BAD
RPS6KA1,CREB1
RPS6KA1,ARHGAP31
RPS6KA1,GSK3B
RPS6KA1,RANBP3
RPS6KA1,CIC
RPS6KA1,DEPTOR
RPS6KA1,TSC2
RPS6KA1,ESR1
RPS6KA1,CARHSP1
RPS6KA1,SLC9A3R1
RPS6KA1,RPS6
RPS6KA1,CHEK1
RPS6KA1,MITF
RPS6KA1,RELA
RPS6KA1,FLNA
RPS6KA1,CCT2
RPS6KA1,GMFB
RPS6KA1,CDC34
RPS6KA1,MAGI1
RPS6KA1,EIF4B
RPS6KA1,SENP2
PDGFRA,PDGFRA
PDGFRA,CCDC88C
PDGFRA,SRC
TAOK1,RND3
GRK2,RDX
GRK2,OPRL1
GRK2,EDNRA
GRK2,EZR
GRK2,ADRB2
GRK2,SLC9A5
GRK2,OPRM1
GRK2,CHRM2
GRK2,HRH1
GRK2,NPFFR2
GRK2,ADRA1D
GRK2,RAPGEF3
GRK2,MAPK14
GRK2,KCNIP3
GRK2,OPRD1
GRK2,SSTR5
GRK2,ADIPOR1
GRK2,IGF1R
GRK2,TBXA2R
GRK2,FZD6
GRK2,SNCA
GRK2,CLTB
GRK2,MSN
GRK2,SMAD2
GRK2,TP53
NPM/ALK,PKM
NPM/ALK,MSH2
NPM/ALK,WAS
NPM/ALK,STAT1
MAP3K2,CTNNB1
MAP3K2,STK38
MAP3K2,IRF3
PRKAB1,SRSF1
PRKAB1,PDHA1
PRKAB1,POU2F1
PRKAB1,STIM1
PRKAB1,SKP2
PRKAB1,NEDD4L
MAP2K2,KRT8
MAP2K2,MAPK3
DYRK1A,PSEN1
JAK3,STAT5A
JAK3,JAK1
JAK3,CTNNB1
JAK3,SIGLEC10
JAK3,ELAVL1
JAK3,JAK3
JAK3,PLD2
JAK3,EZH2
JAK3,NFATC1
JAK3,SHC1
JAK3,STAT1
LMTK2,PPP1CA
LMTK2,CFTR
LMTK2,PYGB
ITK,DEF6
ITK,BMX
ITK,SIGLEC10
ITK,HAVCR2
ITK,LCP2
ITK,TEC
ITK,BTK
ITK,ITK
ITK,GRAP2
ITK,PLCG1
CLK3,USP13
CSK,YES1
CSK,PTPRC
CSK,LCK
CSK,SRC
CSK,HCK
MAPK7,MAPK7
MAPK7,FOS
MAPK7,MEF2A
MAPK7,MAP2K5
MAPK7,SGK1
MAPK7,ETS1
MAPK7,PML
MAPK7,DLG1
MAPK7,MEF2C
MAPK7,MYC
HIPK2,HIPK2
HIPK2,ZBTB4
HIPK2,KLF3
HIPK2,SIAH2
HIPK2,HMGA1
HIPK2,CTBP1
HIPK2,PML
HIPK2,TLE1
HIPK2,TP53
HIPK2,SIRT1
HIPK2,RUNX1
HIPK2,EP300
HIPK2,CBX4
HIPK2,CEBPB
HIPK2,HDAC3
HIPK2,TP63
HIPK2,NOTCH1
HIPK2,CTBP2
HIPK2,PPM1D
HIPK2,CDKN1B
HIPK2,ELF4
HIPK2,CREB1
HIPK2,SPAST
PIM1,SKP2
TAOK2,RND3
TAOK2,TAOK2
MTOR,ANKRD17
MTOR,IRS1
MTOR,RRAGC
MTOR,MKNK2
MTOR,ULK1
MTOR,BRD9
MTOR,WASHC2A
MTOR,ESR1
MTOR,UVRAG
MTOR,TFEB
MTOR,SRRM1
MTOR,SENP3
MTOR,DAP
MTOR,PKN2
MTOR,NRBF2
MTOR,ELP1
MTOR,AR
MTOR,PASK
MTOR,MTOR
MTOR,LARP6
MTOR,SRRM2
MTOR,DNMT1
MTOR,MAPKAP1
MTOR,RRM1
MTOR,GRB10
MTOR,DUSP10
MTOR,PRKCE
MTOR,LARP1
MTOR,MAF1
MTOR,AMOTL2
MTOR,MYCN
MTOR,RPTOR
MTOR,SOD1
MTOR,EEF2K
MTOR,ELL
MTOR,DEPTOR
MTOR,BAG3
MTOR,RPRD1B
MTOR,SLC7A11
MTOR,PATL1
MTOR,SGK1
MTOR,APBA3
MTOR,YAP1
MTOR,ZNRF2
MTOR,RPS6
MTOR,OXSR1
MTOR,ISCU
MTOR,HSF1
MTOR,MYC
MTOR,PIP4K2C
MTOR,AMBRA1
MTOR,UBR4
MTOR,RUBCNL
MTOR,ZNF768
MTOR,WNK1
PRPF4B,ELK1
PIK3CA,RPS6KB1
PIK3CA,PIK3R1
PIK3CA,TPM1
PIK3CA,AKT1
NEK6,KIF20A
NEK6,SGK1
NEK6,BSG
NEK6,DDR1
NEK6,ACD
NEK6,RBL2
NEK6,RPS6KB1
NEK6,NUP98
NEK6,EML4
NEK6,KIF11
NEK6,STAT3
NEK6,GRIN1
NEK6,PSMD2
NEK6,CDK7
NEK6,HSPA1B
CSNK1A1,SLC4A1
CSNK1A1,FOXG1
CSNK1A1,YWHAQ
CSNK1A1,TARDBP
CSNK1A1,FOXO4
CSNK1A1,CARD11
CSNK1A1,ATF1
CSNK1A1,TP53
CSNK1A1,HSPA1B
CSNK1A1,JADE1
CSNK1A1,BACE1
CSNK1A1,CTPS2
CSNK1A1,MALT1
CSNK1A1,ERG
CSNK1A1,APC
CSNK1A1,AGO2
CSNK1A1,CREB1
CSNK1A1,HSP90AB1
CSNK1A1,VHL
CSNK1A1,SQSTM1
CSNK1A1,PHLPP1
CSNK1A1,IFNAR1
CSNK1A1,MYC
CSNK1A1,RHOB
CSNK1A1,TUT1
CSNK1A1,LRP6
CSNK1A1,YWHAZ
CSNK1A1,GJA1
CSNK1A1,DEPTOR
CSNK1A1,ZRANB1
CSNK1A1,EIF6
CSNK1A1,CDC25A
CSNK1A1,ECE1
CSNK1A1,CTNND1
CSNK1A1,OSBP2
CSNK1A1,SRPK2
CSNK1A1,FOXO1
CSNK1A1,NFAT5
CSNK1A1,HNRNPC
CSNK1A1,RORA
CSNK1A1,SNCA
CSNK1A1,MDM4
CSNK1A1,KCNIP3
CSNK1A1,RAPGEF2
CSNK1A1,TIAM1
CSNK1A1,CDH1
CSNK1A1,PRKN
CSNK1A1,CBX4
CSNK1A1,RELA
CSNK1A1,CDK5
CSNK1A1,HSP90AA1
CSNK1A1,UVRAG
CSNK1A1,YBX1
CSNK1A1,KDM1A
CSNK1A1,BHLHE40
RIPK1,RIPK1
RIPK1,DAB2IP
CDK2,CEBPB
CILK1,BAG6
CILK1,KIF3A
CILK1,RPTOR
CDK5,CDK5R2
PDPK1,SPHK2
STK24,PPP1R14C
STK24,TAOK1
STK24,RAB8A
STK24,STK24
STK24,STK38L
DYRK2,SIAH2
DYRK2,CARHSP1
DYRK2,DCX
DYRK2,CDC25A
DYRK2,KATNA1
DYRK2,TP53
DYRK2,DYRK2
DYRK2,PSMC4
DYRK2,CRMP1
DYRK2,EIF4EBP1
DYRK2,SNAI1
DYRK2,H3-3A
DYRK2,HSF1
DYRK2,NOTCH1
DYRK2,DPYSL3
DYRK2,DPYSL2
DYRK2,MAPT
DYRK2,TBK1
BUB1,BUB3
BUB1,CDC20
BUB1,BUB1
BUB1,H2AC17
PRKCE,UGT1A7
PRKCE,MAPT
PRKCE,ADAP1
PRKCE,KEAP1
PRKCE,ADAM17
PRKCE,GNAI2
PRKCE,NANOG
PRKCE,PRKCE
PRKCE,PPP1R14A
PRKCE,MCU
PRKCE,EGFR
PRKCE,SLC6A2
PRKCE,MIIP
PRKCE,AURKB
PRKCE,CHAT
PRKCE,ITGB1
PRKCE,STAT3
PRKCE,TNNI3
PRKCE,NREP
PRKCE,BAD
PRKCE,ALDH2
PRKCE,PRKD2
PRKCE,OCLN
PRKCE,KCNK3
PRKCE,FGFR1
PRKCE,TICAM2
PRKCE,CREB1
PRKCE,KIR3DL1
PRKCE,XIAP
PRKCE,RPS6KB2
PRKCE,GLS
PRKCE,IQGAP1
PRKCE,PRKD1
PRKCE,CORO1B
PRKCE,RAB11A
PRKCE,RAB5A
PRKCE,GJA1
PRKCE,IKBKB
PRKCE,ATF2
PRKCE,CTNND1
PRKCE,MET
CSNK2A1,TCF4
CSNK2A1,NFATC1
CSNK2A1,DEK
CSNK2A1,EGR1
CSNK2A1,SLK
STK3,NR3C1
STK3,PRKCA
STK3,ABL1
STK3,MOB1B
STK3,SAV1
STK3,MOB1A
STK3,NEK2
STK3,LATS1
STK3,STK3
STK3,YAP1
STK3,MAP1LC3B
PKM,MDM2
PKM,MYL2
PKM,SREBF1
PKM,RBBP8
PKM,AKT1S1
PKM,SNAP23
DYRK1A,H3-3A
BLVRA,BLVRA
BLVRA,PRKCB
ATR,PARP1
ATR,RBBP8
ATR,ATRIP
ATR,MCC
ATR,TP53BP1
ATR,SIRT7
ATR,UIMC1
ATR,CUX1
ATR,TP53
ATR,E2F1
ATR,MDM2
ATR,XPA
ATR,SP1
ATR,BRCA1
ATR,GINS2
ATR,MCPH1
ATR,CHEK1
ATR,DBF4
ATR,FARSA
ATR,FANCD2
ATR,NPM1
ATR,CDKN2A
ATR,SMC1A
ATR,SUGP2
ATR,BLM
ATR,RPA2
ATR,DCLRE1C
ATR,CREB1
ATR,IRS1
ATR,FANCA
ATR,KMT2A
ATR,AKAP12
ATR,HUWE1
ATR,CNOT2
ATR,PELP1
ATR,RAD17
ATR,MDC1
ATR,SARS1
ATR,APBB1
ATR,SMARCC2
ATR,CCAR2
ATR,NBN
ATR,PRKDC
ATR,ZDHHC13
ATR,CEP164
ATR,FANCI
ATR,CHTF18
ATR,SRPK1
ATR,KIFC1
ATR,XRCC2
ATR,FANCM
ATR,DCK
ATR,SMARCAL1
ATR,KAT2B
ATR,RASSF1
ATR,TUT1
ATR,ATM
ATR,USP28
ATR,CHEK2
ATR,ATR
ATR,WRN
ATR,MCM2
ATR,DAXX
ATR,POLH
ATR,SUN2
ATR,ZSCAN5A
ATR,PHF14
ATR,CCDC82
ATR,SIAH1
ATR,EWSR1
ATR,BORA
ATR,GPS1
ATR,XRCC3
ATR,VCP
ATR,WDHD1
ATR,MARCKSL1
STK10,RDX
STK10,EZR
STK10,PLK1
STK10,MSN
ABL2,CAT
ABL2,HRAS
ABL2,CRK
ABL2,MAPT
ABL2,ABL2
ABL2,PDGFRB
ABL2,GPX1
ABL2,LGALS3
ABL2,CEBPB
ABL2,IRF3
ABL2,PSMA7
ABL2,WWTR1
ABL2,ITGB1
ABL2,SIVA1
LIMK1,DSTN
PDK1,PDHA1
PRKCD,YWHAB
PDGFRB,PTPN11
HCK,ABL1
HCK,ELMO1
HCK,STAT5A
HCK,ADAM15
HCK,RAPGEF1
HCK,TP73
HCK,ALOX5
HCK,TBK1
HCK,BCR
HCK,HCK
HCK,STAT5B
MOS,MAP2K1
MAP3K11,GLI1
MAP3K11,PIN1
MAP3K11,PRKAA1
MAP3K11,MAP3K11
MAP3K11,PAK1
MAP3K11,MAP2K4
MAP3K11,MAP2K3
PDK3,PDHA1
PDK3,PDHA2
CAMK2D,GLO1
DYRK3,CREB1
ROCK2,SLC9A1
ROCK2,BACE1
ROCK2,MYL2
ROCK2,PPP1R14A
ROCK2,ROCK2
ROCK2,SH3GL2
ROCK2,LIMK2
ROCK2,EEF1A1
ROCK2,PPP1R12A
ROCK2,NCF1
ROCK2,SORL1
ROCK2,DPYSL2
ROCK2,NFATC1
ROCK2,DAB2
ROCK2,APP
ROCK2,CNN3
ROCK2,PPP1R14B
PAK3,RAF1
MAP3K14,CHUK
MAP3K14,G6PD
MAP3K14,NFKB2
MAP3K14,NFKBIA
MAP3K14,ACTR2
MAP3K14,IKBKB
RPS6KB1,BACH2
RPS6KB1,NDRG2
RPS6KB1,PDCD4
RPS6KB1,TP63
RPS6KB1,MTOR
RPS6KB1,TRIB2
RPS6KB1,RPS6KB1
RPS6KB1,SMN1
RPS6KB1,EEF2K
RPS6KB1,MXD1
RPS6KB1,URI1
RPS6KB1,MAPT
RPS6KB1,NCBP1
RPS6KB1,H2BC3
RPS6KB1,PIP5K1C
RPS6KB1,POLDIP3
RPS6KB1,TARBP2
RPS6KB1,FMR1
RPS6KB1,GSK3B
RPS6KB1,DEPTOR
RPS6KB1,ESR1
RPS6KB1,LTC4S
RPS6KB1,MRE11
RPS6KB1,CAD
RPS6KB1,EGLN1
RPS6KB1,CCT2
RPS6KB1,GLI1
RPS6KB1,RICTOR
RPS6KB1,SRPK2
RPS6KB1,EIF4B
RPS6KB1,EPRS1
TRPM7,MYH9
TRPM7,TRPM7
TRPM7,PLCG2
TRPM7,ANXA1
TRPM7,EEF2K
TRPM7,TMOD1
MERTK,MLKL
MERTK,AKT1
MERTK,STAT5A
MERTK,STAT3
MERTK,MERTK
MERTK,STAT5B
PAK6,PACSIN1
PAK6,MDM2
PAK6,ITGB1BP1
PAK6,CTBP2
PAK6,AR
PAK6,CTBP1
PAK6,LIMK1
PAK1,FXR1
PAK1,GNAZ
PAK1,ARHGEF2
PAK1,MAP3K1
PAK1,TBCB
PAK1,CRK
PAK1,CTNNB1
PAK1,GDI2
PAK1,PXN
PAK1,PLK1
PAK1,H3C1
PAK1,PAK1
PAK1,SNAI1
PAK1,FLNA
PAK1,ARHGDIA
PAK1,PCBP1
PAK1,CTTN
PAK1,DYNLL1
PAK1,NLRP3
PAK1,SPEN
PAK1,AURKA
PAK1,STMN1
PAK1,GIT1
PAK1,NF2
PAK1,PA2G4
PAK1,RUNX3
PAK1,MAP2K1
PAK1,BAD
PAK1,KIF2C
PAK1,PGM1
PAK1,RAF1
PAK1,ILK
PAK1,PGAM1
PAK1,ELF3
PAK1,MORC2
PAK1,ITGB3BP
PAK1,MYL9
PAK1,SNAI2
PAK1,BRAF
PAK1,LIMK1
PAK1,PREX2
PAK1,CTBP1
PAK1,ESR1
PAK1,MYLK
PAK1,ATG5
TRPM6,H4C1
TRPM6,H3C1
TRPM6,H2AC17
TRPM6,TRPM6
WNK1,PCF11
WNK1,WNK1
WNK1,SLC12A6
WNK1,OXSR1
WNK1,STK39
INSR,IRS1
INSR,INSR
INSR,GAB1
INSR,BLVRA
INSR,PTEN
INSR,PIK3R3
INSR,DOK1
INSR,PPP2CA
INSR,PIK3R1
INSR,ARHGAP5
INSR,PTPN6
INSR,PHB
INSR,CCDC88C
INSR,NFKBIA
MAP3K8,RDX
MAP3K8,IRF3
MAP3K8,EZR
MAP3K8,ABL1
MAP3K8,MAP2K1
MAP3K8,RPS6KA1
MAP3K8,CDK1
MAP3K8,PLK1
MAP3K8,CHEK1
MAP3K8,MAP2K2
MAP3K8,NPM1
MAP3K8,MAP2K3
MAP3K8,CREB1
MAP3K8,EIF4G1
MAP3K8,MAP2K6
MAP3K8,EIF4EBP1
MAP3K8,MSN
MAP3K8,H2BC3
RPS6KA3,H3C1
RPS6KA3,CDKN1B
NUAK2,LATS1
MAPK9,YAP1
MAPK9,MAPT
MAPK9,ATF2
MAPK9,APP
MAPK9,JDP2
MAPK9,TOB1
MAPK9,NFATC4
MAPK9,PDX1
MAPK9,LIMD1
MAPK9,BCL2L1
MAPK9,TP53
MAPK9,BAZ1B
MAPK9,CDC25C
MAPK9,SLC6A4
MAPK9,BID
MAPK9,PIN1
MAPK9,PSEN1
MAPK9,DCX
MAPK9,NFATC3
MAPK9,CDKN1A
MAPK9,FOXO4
MAPK9,SREBF1
MAPK9,GORASP1
MAPK9,MYC
MAPK9,RXRA
MAPK9,JUN
MAPK9,MAPKAPK5
MAPK9,MARCKS
MAPK9,CDK4
MAPK9,TAB1
MAPK9,MAPK8IP1
MAPK9,RRN3
MAPK9,APLP2
LATS2,CDKN1A
LATS2,AMOTL2
LATS2,YAP1
LATS2,WWTR1
LATS2,SNAI1
LATS2,INCENP
LATS2,ABL1
LATS2,LATS2
LATS2,CDC26
LATS2,RPTOR
LATS2,PQBP1
LATS2,PRPS1
LATS2,YWHAG
LATS2,KIF23
LATS2,AMOT
LATS2,PRPS2
CAMKK2,SIRT1
CAMKK2,PRKAA1
CAMKK2,CAMKK2
CAMKK2,PRKAA2
CAMKK2,AKT1
MAP4K4,RDX
MAP4K4,EZR
MAP4K4,SMAD1
MAP4K4,NR3C1
MAP4K4,LATS1
MAP4K4,HTT
MAP4K4,MAP3K11
MAP4K4,MSN
MAPKAPK3,WNK4
CAMK2A,EGFR
CAMK2A,PLA2G4A
CAMK2A,NUMB
CAMK2A,TPH2
CAMK2A,APOBEC3G
CAMK2A,ERBB2
CAMK2A,CEBPB
CSNK2B,ATF4
CSNK2B,MYH9
CSNK2B,DLG3
CSNK2B,SEC63
CSNK2B,RAD17
CSNK2B,TP53
CSNK2B,SNAI1
CSNK2B,SORT1
CSNK2B,CCDC106
CSNK2B,FADD
FGFR1,IDH1
FGFR1,PDP1
FGFR1,AMOTL2
FGFR1,ZMYM2
FGFR1,PDK1
FGFR1,STAT3
FGFR1,LDHA
FGFR1,ITGB4
FGFR1,PDHA1
FGFR1,ACAT1
ERN1,ERN1
GRK3,OPRL1
GRK3,CCR5
GRK3,SSTR2
GRK3,OPRD1
GRK3,TBXA2R
GRK3,ADRB2
SGK3,ITCH
SGK3,LCP1
SGK3,FLII
SGK3,GSK3B
SGK3,MDM2
SGK3,HSD17B4
ATM,FANCI
ATM,KHDC3L
ATM,NKX3-1
ATM,TP53BP1
ATM,KHSRP
ATM,DCLRE1C
ATM,RRM2B
ATM,DBN1
ATM,CROCC
ATM,FANCD2
ATM,FBXW7
ATM,UIMC1
ATM,E2F1
ATM,MDM2
ATM,CHEK2
ATM,SLX4
ATM,NFAT5
ATM,POLL
ATM,PTEN
ATM,XPA
ATM,FUS
ATM,HUWE1
ATM,SP1
ATM,NRF1
ATM,MED1
ATM,HSP90AA1
ATM,NABP2
ATM,YAP1
ATM,MCPH1
ATM,DTYMK
ATM,RNF40
ATM,TOP2B
ATM,PPM1G
ATM,AVEN
ATM,MEN1
ATM,RPA2
ATM,DBF4
ATM,PPP1R2
ATM,CBL
ATM,PRPF19
ATM,MAD1L1
ATM,UCHL3
ATM,RANBP9
ATM,SMC3
ATM,ATM
ATM,PNKP
ATM,TAOK1
ATM,RBBP8
ATM,TP53
ATM,TOPBP1
ATM,MRE11
ATM,ZEB1
ATM,L3MBTL2
ATM,APLF
ATM,KDM2A
ATM,ID3
ATM,BAG6
ATM,SMC1A
ATM,BRCA1
ATM,TERF1
ATM,GIT2
ATM,COPS5
ATM,RNF138
ATM,ATF2
ATM,MDC1
ATM,HIF1A
ATM,BLM
ATM,USP28
ATM,USP10
ATM,CREB1
ATM,EZH2
ATM,UBR5
ATM,USP34
ATM,DDX1
ATM,HNF1A
ATM,PPP2R5C
ATM,RIF1
ATM,BECN1
ATM,DYRK2
ATM,AATF
ATM,MLLT1
ATM,SMURF2
ATM,PELP1
ATM,RAD17
ATM,PIDD1
ATM,CHEK1
ATM,CCDC6
ATM,AGER
ATM,TDP1
ATM,BUB1
ATM,SARS1
ATM,APBB1
ATM,HIC1
ATM,DGCR8
ATM,SMARCC2
ATM,PRKDC
ATM,UFL1
ATM,SMAD1
ATM,VCP
ATM,MCM3
ATM,NBN
ATM,XRCC6
ATM,TAOK3
ATM,BTRC
ATM,ITCH
ATM,METTL3
ATM,RFWD3
ATM,ZNF148
ATM,RASSF1
ATM,ABRAXAS1
ATM,SRPK1
ATM,CDKN1B
ATM,EHMT2
ATM,COP1
ATM,RNF20
ATM,KIFC1
ATM,PKM
ATM,CHD4
ATM,ZNF420
ATM,NUSAP1
ATM,RAD18
ATM,CTTN
ATM,NSD2
ATM,THOC5
ATM,ZBTB2
ATM,TP63
ATM,DCK
ATM,CHUK
ATM,WRAP53
ATM,WWC1
ATM,SLC2A1
ATM,USP15
ATM,LARP7
ATM,SIM2
ATM,FBXO31
ATM,KAT8
ATM,EP300
ATM,RAD50
ATM,TRIM28
ATM,H2AX
ATM,NOP53
ATM,MDM4
ATM,NHEJ1
ATM,WRN
ATM,PRKAA2
ATM,ESPL1
ATM,DAXX
ATM,EIF4EBP1
ATM,TRIM24
ATM,LAMTOR5
ATM,SMARCA4
ATM,SIAH1
ATM,EWSR1
ATM,GPS1
ATM,PAN2
ATM,RAD9A
ATM,MLH1
ATM,PBRM1
ATM,EYA3
ATM,UBQLN4
ATM,SPOP
ATM,MATR3
ATM,PEX5
NTRK1,SH2B1
NTRK1,CTNNB1
NTRK1,NTRK1
NTRK1,SHC3
NTRK1,STAT3
NTRK1,SHC1
PKN3,EGFR
PKN3,CLIP1
ATM,IKBKG
ATM,ABL1
MAPK13,EEF2K
MAPK13,MAPT
MAPK13,STMN1
MAPK13,ISL1
MAPK13,SQSTM1
MAPK13,CCND3
MAPK13,HSF1
MAPK13,KAT5
MYO3A,MYO3A
FYN,GRIN2A
FYN,ITCH
FYN,NMT1
FYN,DCBLD2
FYN,FYB1
FYN,CD5
FYN,PLCG2
FYN,ABL1
FYN,IFITM3
FYN,CHN2
FYN,ARHGAP33
FYN,PAG1
FYN,SKAP1
FYN,CRMP1
FYN,SCN5A
FYN,PECAM1
FYN,MAP2
FYN,STAM2
FYN,APP
FYN,TGFB1I1
FYN,SLAMF1
FYN,CTTN
FYN,AGAP2
FYN,BSG
FYN,FLOT1
FYN,FYN
FYN,PTPRJ
FYN,FLOT2
FYN,H3-3A
FYN,PXN
FYN,FCGR2B
FYN,RPS6KA3
FYN,SNCA
FYN,NOX4
FYN,PLXNA2
FYN,CD3E
FYN,STAT3
FYN,CBL
FYN,RTN4
FYN,PROM1
FYN,CLIC5
FYN,ITPR1
FYN,PTPRT
FYN,MAPT
FYN,DLG4
FYN,CD300LB
FYN,CAV1
FYN,BCR
FYN,GRB10
FYN,JUP
FYN,NFE2L2
FYN,PLXNA1
FYN,ERBB2
FYN,PRC1
FYN,PRKAA2
FYN,PGD
FYN,MAPK14
FYN,CD300LF
FYN,SCN9A
FYN,PTGS2
FYN,SIGLEC10
FYN,TIGIT
FYN,FUS
FYN,PTPN11
FYN,CD226
FYN,ADD2
FYN,IKBKG
FYN,PRKACA
TTK,USP16
TTK,HSP90AA1
TTK,TTK
TTK,BLM
TTK,ABL1
TTK,HSPA9
TTK,MAD1L1
TTK,ARHGEF17
TTK,MAP4
TTK,CDCA8
TTK,BUB1B
TTK,NCAPH2
TTK,SLC4A4
TTK,CHEK2
TTK,RMI2
GRK1,FFAR4
GRK1,OPRK1
CSNK1A1L,NFAT5
PRKCA,NOS3
PRKCA,TACSTD2
PRKCA,JPH2
PRKCA,TOP1
PRKCA,ANXA1
PRKCA,PTPN1
PRKCA,PLCG1
PRKCA,SLC6A4
PRKCA,ADAP1
PRKCA,ITGB2
PRKCA,GNAZ
PRKCA,C5AR1
PRKCA,CDC42EP4
PRKCA,ARHGDIA
PRKCA,CSNK1D
PRKCA,SLC9A3R1
PRKCA,ADAM17
PRKCA,RRAD
PRKCA,SRF
PRKCA,VTN
PRKCA,ATP5F1C
PRKCA,EGLN2
PRKCA,PPARA
PRKCA,EZR
PRKCA,CDKN1A
PRKCA,GMFB
PRKCA,CELF1
PRKCA,KCNH2
PRKCA,ARHGAP35
PRKCA,SPN
PRKCA,TRPV5
PRKCA,FLOT1
PRKCA,IGFBP1
PRKCA,FLNC
PRKCA,EIF6
PRKCA,PTPN11
PRKCA,MYH9
PRKCA,KCNE3
PRKCA,CTPS1
PRKCA,CYP3A4
PRKCA,NR1I2
PRKCA,SLC6A2
PRKCA,CDKN2A
PRKCA,CYSLTR1
PRKCA,IL2RA
PRKCA,PPP2R5A
PRKCA,ITGB4
PRKCA,MMP2
PRKCA,KCNAB2
PRKCA,AQP1
PRKCA,PRKCE
PRKCA,LRP1
PRKCA,PDE3A
PRKCA,TRPV6
PRKCA,KCNJ1
PRKCA,ADRA1D
PRKCA,ITGB1
PRKCA,AKT1
PRKCA,MAPKAP1
PRKCA,PPP1R14A
PRKCA,TP53
PRKCA,NOXA1
PRKCA,CD4
PRKCA,RALB
PRKCA,RALBP1
PRKCA,TNNI3
PRKCA,TUBA1C
PRKCA,EPHA2
PRKCA,ARHGDIB
PRKCA,SLC18A2
PRKCA,AQP4
PRKCA,PTPN12
PRKCA,EGFR
PRKCA,GRK7
PRKCA,TFRC
PRKCA,AQP2
PRKCA,PRKG1
PRKCA,NOX5
PRKCA,CASR
PRKCA,NCOR1
PRKCA,EPB41
PRKCA,GRIA1
PRKCA,DDX58
PRKCA,RSC1A1
PRKCA,LCP1
PRKCA,ARHGEF1
PRKCA,VIM
PRKCA,UGT1A3
PRKCA,LCK
PRKCA,L1CAM
PRKCA,PITPNC1
PRKCA,PGR
PRKCA,TRPM4
PRKCA,FBXW7
PRKCA,JAK2
PRKCA,CFL1
PRKCA,FFAR4
PRKCA,DOCK8
PRKCA,RELA
PRKCA,NOXO1
PRKCA,CHAT
PRKCA,PHB2
PRKCA,PLD2
PRKCA,TBXA2R
PRKCA,GRIK2
PRKCA,NR1H4
PRKCA,NLGN4X
PRKCA,ARRB1
PRKCA,DTNB
PRKCA,CORO1A
PRKCA,NPHS1
PRKCA,PFKFB3
PRKCA,EIF2S3
PRKCA,KCNMA1
PRKCA,TRPV1
PRKCA,PTPN22
PRKCA,TRPM2
PRKCA,SH2B1
PRKCA,PPP1R1A
PRKCA,BCL11B
PRKCA,KIT
PRKCA,BNC1
PRKCA,KRT20
PRKCA,TUBA1A
PRKCA,RORA
PRKCA,PRKD2
PRKCA,PRKD1
PRKCA,PLEK
PRKCA,EWSR1
PRKCA,CD226
PRKCA,GSK3A
PRKCA,SLC6A3
PRKCA,ARX
PRKCA,RAB37
PRKCA,FRAT1
PRKCA,APLP2
PRKCA,TAGLN2
PRKCA,BEST1
PRKCA,APPL1
PRKCA,CLDN4
PRKCA,ABCB1
PRKCA,MBD4
PRKCA,SNAP25
PRKCA,CYTH2
PRKCA,ATF2
PRKCA,CTNND1
PRKCA,KIR3DL1
PRKCA,CD36
PRKCA,TTN
PRKCA,GSK3B
PRKCA,FSCN1
PRKCA,ELAVL1
PRKCA,PA2G4
PRKCA,NF1
PRKCA,PEBP1
PRKCA,PRKD3
PRKCA,AR
PRKCA,BCL2
PRKCA,PACSIN2
PRKCA,F11R
PRKCA,RPS6KB2
PRKCA,SATB1
PRKCA,FMNL2
PRKCA,RET
PRKCA,CFLAR
PRKCA,EIF4G1
PRKCA,TRPC3
PRKCA,CLDN1
PRKCA,TGFBR1
PRKCA,IQGAP1
PRKCA,NR2F6
PRKCA,KLHL3
PRKCA,GJA1
PRKCA,CORO1B
PRKCA,KCNJ13
PRKCA,CLDN7
PRKCA,KRAS
PRKCA,SHOC2
PRKCA,PTPN6
